eval_id	bench_id	eval_cmd	eval_params	eval_comp_id	eval_comp_id_is_truth	eval_truth_regions	eval_target_regions	vc_id	bench_type	bench_vcf_processing	bench_bed_processing	exclusion_set	asm_id	ref	vc_cmd	vc_param_id	vc_params
GRCh38_HG008N-T~HiFiAsm2024040317_Q~RevioDV_TR~none	GRCh38_HG8N-HiFiAsm2024040317-dipz2k_smvar-excluded	happy	default	HG8N-RevioDV	FALSE	TRUE	FALSE	GRCh38_HG8N-HiFiAsm2024040317-dipz2k	smvar	norm.fix_XY_genotype.trfanno.svinfo.repmask.lcr.remap	exclude	smvarHG008Nv0.016	HG8N-HiFiAsm2024040317	GRCh38	dipcall	z2k	-z200000,10000
GRCh38_HG008N-T~HiFiAsm2024040317_Q~RevioPBSV_TR~none	GRCh38_HG8N-HiFiAsm2024040317-dipz2k_stvar-excluded	truvari	default	HG8N-RevioPBSV	FALSE	TRUE	FALSE	GRCh38_HG8N-HiFiAsm2024040317-dipz2k	stvar	norm.fix_XY_genotype.trfanno.svinfo.repmask.lcr.remap	exclude	stvarHG008Nv0.016	HG8N-HiFiAsm2024040317	GRCh38	dipcall	z2k	-z200000,10000
